Review_lower,Review_no_punct,Review_cleaned_basic,Review_length,Length_buckets,Rating,Total_thumbsup,Reply,Tokens,Tokens_no_stopwords,Tokens_joined,Rating_joined
,,,,,,,,im,im,,
,,,,,,,,a,,,
,,,,,,,,paid,paid,,
,,,,,,,,subscriber,subscriber,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,count,count,,
,,,,,,,,the,,,
,,,,,,,,number,number,,
,,,,,,,,of,,,
,,,,,,,,times,times,,
,,,,,,,,ive,ive,,
,,,,,,,,had,had,,
,,,,,,,,a,,,
,,,,,,,,podcast,podcast,,
,,,,,,,,stop,stop,,
,,,,,,,,in,,,
,,,,,,,,the,,,
,,,,,,,,middle,middle,,
,,,,,,,,and,,,
,,,,,,,,either,either,,
,,,,,,,,be,be,,
,,,,,,,,marked,marked,,
,,,,,,,,played,played,,
,,,,,,,,or,or,,
,,,,,,,,jump,jump,,
,,,,,,,,to,,,
,,,,,,,,another,another,,
,,,,,,,,random,random,,
,,,,,,,,episode,episode,,
,,,,,,,,this,this,,
,,,,,,,,has,has,,
,,,,,,,,been,been,,
,,,,,,,,going,going,,
,,,,,,,,on,,,
,,,,,,,,for,,,
,,,,,,,,quite,quite,,
,,,,,,,,awhile,awhile,,
,,,,,,,,now,now,,
,,,,,,,,and,,,
,,,,,,,,has,has,,
,,,,,,,,happened,happened,,
,,,,,,,,countless,countless,,
,,,,,,,,times,times,,
,,,,,,,,on,,,
,,,,,,,,multiple,multiple,,
,,,,,,,,devices,devices,,
,,,,,,,,too,too,,
,,,,,,,,bad,bad,,
,,,,,,,,this,this,,
,,,,,,,,is,,,
,,,,,,,,the,,,
,,,,,,,,only,only,,
,,,,,,,,way,way,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,rogan,rogan,,
,,,,,,,,i,i,,
,,,,,,,,dont,dont,,
,,,,,,,,care,care,,
,,,,,,,,that,,,
,,,,,,,,people,people,,
,,,,,,,,of,,,
,,,,,,,,differing,differing,,
,,,,,,,,opinions,opinions,,
,,,,,,,,have,have,,
,,,,,,,,different,different,,
,,,,,,,,opinions,opinions,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,used,used,,
,,,,,,,,spotify,spotify,,
,,,,,,,,for,,,
,,,,,,,,years,years,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,it,,,
,,,,,,,,and,,,
,,,,,,,,will,will,,
,,,,,,,,continue,continue,,
,,,,,,,,to,,,
,,,,,,,,love,love,,
,,,,,,,,it,,,
,,,,,,,,as,as,,
,,,,,,,,long,long,,
,,,,,,,,as,as,,
,,,,,,,,they,they,,
,,,,,,,,keep,keep,,
,,,,,,,,on,,,
,,,,,,,,keeping,keeping,,
,,,,,,,,on,,,
,,,,,,,,i,i,,
,,,,,,,,like,like,,
,,,,,,,,your,your,,
,,,,,,,,loyalty,loyalty,,
,,,,,,,,so,so,,
,,,,,,,,you,you,,
,,,,,,,,have,have,,
,,,,,,,,mine,mine,,
,,,,,,,,good,good,,
,,,,,,,,content,content,,
,,,,,,,,lots,lots,,
,,,,,,,,music,music,,
,,,,,,,,and,,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,reliable,reliable,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,love,love,,
,,,,,,,,love,love,,
,,,,,,,,spotify,spotify,,
,,,,,,,,will,will,,
,,,,,,,,always,always,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,over,over,,
,,,,,,,,anything,anything,,
,,,,,,,,else,else,,
,,,,,,,,subscribed,subscribed,,
,,,,,,,,for,,,
,,,,,,,,probably,probably,,
,,,,,,,,two,two,,
,,,,,,,,years,years,,
,,,,,,,,now,now,,
,,,,,,,,and,,,
,,,,,,,,wont,wont,,
,,,,,,,,be,be,,
,,,,,,,,canceling,canceling,,
,,,,,,,,it,,,
,,,,,,,,anytime,anytime,,
,,,,,,,,soon,soon,,
,,,,,,,,however,however,,
,,,,,,,,recently,recently,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,doesnt,doesnt,,
,,,,,,,,always,always,,
,,,,,,,,show,show,,
,,,,,,,,what,what,,
,,,,,,,,im,im,,
,,,,,,,,currently,currently,,
,,,,,,,,listening,listening,,
,,,,,,,,to,,,
,,,,,,,,and,,,
,,,,,,,,crashes,crashes,,
,,,,,,,,after,after,,
,,,,,,,,a,,,
,,,,,,,,couple,couple,,
,,,,,,,,songs,songs,,
,,,,,,,,generally,generally,,
,,,,,,,,a,,,
,,,,,,,,close,close,,
,,,,,,,,and,,,
,,,,,,,,restart,restart,,
,,,,,,,,of,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,fixes,fixes,,
,,,,,,,,it,,,
,,,,,,,,but,but,,
,,,,,,,,not,not,,
,,,,,,,,100,#VALUE!,,
,,,,,,,,of,,,
,,,,,,,,the,,,
,,,,,,,,time,time,,
,,,,,,,,sometimes,sometimes,,
,,,,,,,,it,,,
,,,,,,,,takes,takes,,
,,,,,,,,multiple,multiple,,
,,,,,,,,restarts,restarts,,
,,,,,,,,itll,itll,,
,,,,,,,,this,this,,
,,,,,,,,several,several,,
,,,,,,,,times,times,,
,,,,,,,,a,,,
,,,,,,,,day,day,,
,,,,,,,,im,im,,
,,,,,,,,up,up,,
,,,,,,,,to,,,
,,,,,,,,date,date,,
,,,,,,,,on,,,
,,,,,,,,updates,updates,,
,,,,,,,,too,too,,
,,,,,,,,this,this,,
,,,,,,,,only,only,,
,,,,,,,,started,started,,
,,,,,,,,about,about,,
,,,,,,,,a,,,
,,,,,,,,month,month,,
,,,,,,,,ago,ago,,
,,,,,,,,now,now,,
,,,,,,,,but,but,,
,,,,,,,,im,im,,
,,,,,,,,not,not,,
,,,,,,,,sure,sure,,
,,,,,,,,why,why,,
,,,,,,,,awsome,awsome,,
,,,,,,,,app,app,,
,,,,,,,,love,love,,
,,,,,,,,that,,,
,,,,,,,,i,i,,
,,,,,,,,can,can,,
,,,,,,,,get,get,,
,,,,,,,,a,,,
,,,,,,,,variety,variety,,
,,,,,,,,of,,,
,,,,,,,,music,music,,
,,,,,,,,that,,,
,,,,,,,,matches,matches,,
,,,,,,,,my,my,,
,,,,,,,,mood,mood,,
,,,,,,,,former,former,,
,,,,,,,,premium,premium,,
,,,,,,,,subscriber,subscriber,,
,,,,,,,,canceled,canceled,,
,,,,,,,,account,account,,
,,,,,,,,in,,,
,,,,,,,,solidarity,solidarity,,
,,,,,,,,with,,,
,,,,,,,,neil,neil,,
,,,,,,,,young,young,,
,,,,,,,,joni,joni,,
,,,,,,,,mitchell,mitchell,,
,,,,,,,,and,,,
,,,,,,,,other,other,,
,,,,,,,,artists,artists,,
,,,,,,,,who,who,,
,,,,,,,,believe,believe,,
,,,,,,,,that,,,
,,,,,,,,spotify,spotify,,
,,,,,,,,should,should,,
,,,,,,,,serve,serve,,
,,,,,,,,music,music,,
,,,,,,,,fans,fans,,
,,,,,,,,not,not,,
,,,,,,,,pander,pander,,
,,,,,,,,to,,,
,,,,,,,,an,an,,
,,,,,,,,obnoxious,obnoxious,,
,,,,,,,,and,,,
,,,,,,,,dangerous,dangerous,,
,,,,,,,,lunatic,lunatic,,
,,,,,,,,fringe,fringe,,
,,,,,,,,as,as,,
,,,,,,,,a,,,
,,,,,,,,music,music,,
,,,,,,,,fan,fan,,
,,,,,,,,i,i,,
,,,,,,,,feel,feel,,
,,,,,,,,betrayed,betrayed,,
,,,,,,,,by,by,,
,,,,,,,,spotify,spotify,,
,,,,,,,,as,as,,
,,,,,,,,for,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,what,what,,
,,,,,,,,can,can,,
,,,,,,,,i,i,,
,,,,,,,,say,say,,
,,,,,,,,its,its,,
,,,,,,,,a,,,
,,,,,,,,platform,platform,,
,,,,,,,,for,,,
,,,,,,,,antiscience,antiscience,,
,,,,,,,,right,right,,
,,,,,,,,wing,wing,,
,,,,,,,,propaganda,propaganda,,
,,,,,,,,thats,thats,,
,,,,,,,,a,,,
,,,,,,,,deal,deal,,
,,,,,,,,breaker,breaker,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,access,access,,
,,,,,,,,any,any,,
,,,,,,,,podcastsim,podcastsim,,
,,,,,,,,in,,,
,,,,,,,,uganda,uganda,,
,,,,,,,,autoplay,autoplay,,
,,,,,,,,keeps,keeps,,
,,,,,,,,stop,stop,,
,,,,,,,,working,working,,
,,,,,,,,in,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,its,its,,
,,,,,,,,really,really,,
,,,,,,,,annoying,annoying,,
,,,,,,,,do,do,,
,,,,,,,,something,something,,
,,,,,,,,about,about,,
,,,,,,,,it,,,
,,,,,,,,queue,queue,,
,,,,,,,,is,,,
,,,,,,,,not,not,,
,,,,,,,,accessible,accessible,,
,,,,,,,,any,any,,
,,,,,,,,more,more,,
,,,,,,,,in,,,
,,,,,,,,the,,,
,,,,,,,,android,android,,
,,,,,,,,app,app,,
,,,,,,,,theres,theres,,
,,,,,,,,not,not,,
,,,,,,,,even,even,,
,,,,,,,,pauseplay,pauseplay,,
,,,,,,,,button,button,,
,,,,,,,,its,its,,
,,,,,,,,so,so,,
,,,,,,,,sad,sad,,
,,,,,,,,paying,paying,,
,,,,,,,,premium,premium,,
,,,,,,,,for,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,breaking,breaking,,
,,,,,,,,its,its,,
,,,,,,,,own,own,,
,,,,,,,,ux,ux,,
,,,,,,,,with,,,
,,,,,,,,new,new,,
,,,,,,,,error,error,,
,,,,,,,,every,every,,
,,,,,,,,month,month,,
,,,,,,,,awesome,awesome,,
,,,,,,,,music,music,,
,,,,,,,,app,app,,
,,,,,,,,easy,easy,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,recommned,recommned,,
,,,,,,,,it,,,
,,,,,,,,to,,,
,,,,,,,,everyone,everyone,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,the,,,
,,,,,,,,way,way,,
,,,,,,,,you,you,,
,,,,,,,,put,put,,
,,,,,,,,different,different,,
,,,,,,,,playlist,playlist,,
,,,,,,,,s,s,,
,,,,,,,,together,together,,
,,,,,,,,for,,,
,,,,,,,,mei,mei,,
,,,,,,,,know,know,,
,,,,,,,,that,,,
,,,,,,,,im,im,,
,,,,,,,,going,going,,
,,,,,,,,to,,,
,,,,,,,,always,always,,
,,,,,,,,have,have,,
,,,,,,,,good,good,,
,,,,,,,,music,music,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,thanks,thanks,,
,,,,,,,,for,,,
,,,,,,,,the,,,
,,,,,,,,great,great,,
,,,,,,,,music,music,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,spotify,spotify,,
,,,,,,,,especially,especially,,
,,,,,,,,because,because,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,premium,premium,,
,,,,,,,,its,its,,
,,,,,,,,only,only,,
,,,,,,,,like,like,,
,,,,,,,,1030,#VALUE!,,
,,,,,,,,and,,,
,,,,,,,,it,,,
,,,,,,,,charges,charges,,
,,,,,,,,every,every,,
,,,,,,,,month,month,,
,,,,,,,,straight,straight,,
,,,,,,,,to,,,
,,,,,,,,my,my,,
,,,,,,,,card,card,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,spotify,spotify,,
,,,,,,,,pauses,pauses,,
,,,,,,,,continually,continually,,
,,,,,,,,every,every,,
,,,,,,,,15,#VALUE!,,
,,,,,,,,min,min,,
,,,,,,,,will,will,,
,,,,,,,,play,play,,
,,,,,,,,in,,,
,,,,,,,,the,,,
,,,,,,,,background,background,,
,,,,,,,,with,,,
,,,,,,,,no,no,,
,,,,,,,,way,way,,
,,,,,,,,of,,,
,,,,,,,,pausing,pausing,,
,,,,,,,,unless,unless,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,force,force,,
,,,,,,,,stopped,stopped,,
,,,,,,,,multiple,multiple,,
,,,,,,,,prompts,prompts,,
,,,,,,,,a,,,
,,,,,,,,day,day,,
,,,,,,,,for,,,
,,,,,,,,bluetooth,bluetooth,,
,,,,,,,,access,access,,
,,,,,,,,occasionally,occasionally,,
,,,,,,,,wont,wont,,
,,,,,,,,open,open,,
,,,,,,,,through,through,,
,,,,,,,,widget,widget,,
,,,,,,,,more,more,,
,,,,,,,,bugs,bugs,,
,,,,,,,,continually,continually,,
,,,,,,,,occuring,occuring,,
,,,,,,,,in,,,
,,,,,,,,the,,,
,,,,,,,,last,last,,
,,,,,,,,3,#VALUE!,,
,,,,,,,,months,months,,
,,,,,,,,i,i,,
,,,,,,,,dont,dont,,
,,,,,,,,know,know,,
,,,,,,,,what,what,,
,,,,,,,,happened,happened,,
,,,,,,,,but,but,,
,,,,,,,,my,my,,
,,,,,,,,spotify,spotify,,
,,,,,,,,account,account,,
,,,,,,,,logged,logged,,
,,,,,,,,out,out,,
,,,,,,,,from,from,,
,,,,,,,,facebook,facebook,,
,,,,,,,,and,,,
,,,,,,,,now,now,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,login,login,,
,,,,,,,,nor,nor,,
,,,,,,,,with,,,
,,,,,,,,email,email,,
,,,,,,,,nor,nor,,
,,,,,,,,with,,,
,,,,,,,,facebook,facebook,,
,,,,,,,,nor,nor,,
,,,,,,,,with,,,
,,,,,,,,google,google,,
,,,,,,,,i,i,,
,,,,,,,,keep,keep,,
,,,,,,,,getting,getting,,
,,,,,,,,the,,,
,,,,,,,,error,error,,
,,,,,,,,messages,messages,,
,,,,,,,,such,such,,
,,,,,,,,as,as,,
,,,,,,,,there,there,,
,,,,,,,,is,,,
,,,,,,,,no,no,,
,,,,,,,,spotify,spotify,,
,,,,,,,,account,account,,
,,,,,,,,linked,linked,,
,,,,,,,,to,,,
,,,,,,,,facebook,facebook,,
,,,,,,,,or,or,,
,,,,,,,,the,,,
,,,,,,,,username,username,,
,,,,,,,,or,or,,
,,,,,,,,password,password,,
,,,,,,,,doesnt,doesnt,,
,,,,,,,,exist,exist,,
,,,,,,,,or,or,,
,,,,,,,,unable,unable,,
,,,,,,,,to,,,
,,,,,,,,get,get,,
,,,,,,,,the,,,
,,,,,,,,access,access,,
,,,,,,,,link,link,,
,,,,,,,,right,right,,
,,,,,,,,now,now,,
,,,,,,,,horrible,horrible,,
,,,,,,,,not,not,,
,,,,,,,,worth,worth,,
,,,,,,,,the,,,
,,,,,,,,price,price,,
,,,,,,,,it,,,
,,,,,,,,used,used,,
,,,,,,,,to,,,
,,,,,,,,be,be,,
,,,,,,,,best,best,,
,,,,,,,,they,they,,
,,,,,,,,now,now,,
,,,,,,,,got,got,,
,,,,,,,,someone,someone,,
,,,,,,,,developing,developing,,
,,,,,,,,it,,,
,,,,,,,,completely,completely,,
,,,,,,,,wong,wong,,
,,,,,,,,it,,,
,,,,,,,,just,just,,
,,,,,,,,hurts,hurts,,
,,,,,,,,the,,,
,,,,,,,,users,users,,
,,,,,,,,and,,,
,,,,,,,,that,,,
,,,,,,,,sucks,sucks,,
,,,,,,,,for,,,
,,,,,,,,premium,premium,,
,,,,,,,,subscribers,subscribers,,
,,,,,,,,like,like,,
,,,,,,,,me,me,,
,,,,,,,,middle,middle,,
,,,,,,,,finger,finger,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,will,will,,
,,,,,,,,im,im,,
,,,,,,,,done,done,,
,,,,,,,,paying,paying,,
,,,,,,,,for,,,
,,,,,,,,errors,errors,,
,,,,,,,,it,,,
,,,,,,,,just,just,,
,,,,,,,,constantly,constantly,,
,,,,,,,,stops,stops,,
,,,,,,,,they,they,,
,,,,,,,,owe,owe,,
,,,,,,,,me,me,,
,,,,,,,,and,,,
,,,,,,,,you,you,,
,,,,,,,,they,they,,
,,,,,,,,owe,owe,,
,,,,,,,,us,us,,
,,,,,,,,all,all,,
,,,,,,,,impressive,impressive,,
,,,,,,,,library,library,,
,,,,,,,,of,,,
,,,,,,,,music,music,,
,,,,,,,,best,best,,
,,,,,,,,ive,ive,,
,,,,,,,,found,found,,
,,,,,,,,on,,,
,,,,,,,,any,any,,
,,,,,,,,app,app,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,been,been,,
,,,,,,,,using,using,,
,,,,,,,,it,,,
,,,,,,,,for,,,
,,,,,,,,years,years,,
,,,,,,,,but,but,,
,,,,,,,,man,man,,
,,,,,,,,if,if,,
,,,,,,,,i,i,,
,,,,,,,,say,say,,
,,,,,,,,i,i,,
,,,,,,,,dont,dont,,
,,,,,,,,like,like,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,on,,,
,,,,,,,,the,,,
,,,,,,,,enhanced,enhanced,,
,,,,,,,,option,option,,
,,,,,,,,why,why,,
,,,,,,,,would,would,,
,,,,,,,,you,you,,
,,,,,,,,give,give,,
,,,,,,,,it,,,
,,,,,,,,to,,,
,,,,,,,,me,me,,
,,,,,,,,again,again,,
,,,,,,,,after,after,,
,,,,,,,,a,,,
,,,,,,,,few,few,,
,,,,,,,,songs,songs,,
,,,,,,,,great,great,,
,,,,,,,,variety,variety,,
,,,,,,,,of,,,
,,,,,,,,songs,songs,,
,,,,,,,,and,,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,some,some,,
,,,,,,,,artists,artists,,
,,,,,,,,music,music,,
,,,,,,,,is,,,
,,,,,,,,not,not,,
,,,,,,,,there,there,,
,,,,,,,,great,great,,
,,,,,,,,music,music,,
,,,,,,,,app,app,,
,,,,,,,,love,love,,
,,,,,,,,that,,,
,,,,,,,,you,you,,
,,,,,,,,can,can,,
,,,,,,,,download,download,,
,,,,,,,,music,music,,
,,,,,,,,for,,,
,,,,,,,,offline,offline,,
,,,,,,,,playing,playing,,
,,,,,,,,new,new,,
,,,,,,,,update,update,,
,,,,,,,,is,,,
,,,,,,,,terrible,terrible,,
,,,,,,,,cant,cant,,
,,,,,,,,get,get,,
,,,,,,,,to,,,
,,,,,,,,controls,controls,,
,,,,,,,,of,,,
,,,,,,,,the,,,
,,,,,,,,musicpodcast,musicpodcast,,
,,,,,,,,thats,thats,,
,,,,,,,,playing,playing,,
,,,,,,,,love,love,,
,,,,,,,,the,,,
,,,,,,,,variety,variety,,
,,,,,,,,and,,,
,,,,,,,,so,so,,
,,,,,,,,easy,easy,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,pls,pls,,
,,,,,,,,make,make,,
,,,,,,,,group,group,,
,,,,,,,,session,session,,
,,,,,,,,can,can,,
,,,,,,,,joinable,joinable,,
,,,,,,,,from,from,,
,,,,,,,,discord,discord,,
,,,,,,,,not,not,,
,,,,,,,,link,link,,
,,,,,,,,like,like,,
,,,,,,,,idk,idk,,
,,,,,,,,but,but,,
,,,,,,,,like,like,,
,,,,,,,,desktop,desktop,,
,,,,,,,,update,update,,
,,,,,,,,scuffed,scuffed,,
,,,,,,,,group,group,,
,,,,,,,,play,play,,
,,,,,,,,my,my,,
,,,,,,,,friends,friends,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,used,used,,
,,,,,,,,to,,,
,,,,,,,,do,do,,
,,,,,,,,group,group,,
,,,,,,,,sessions,sessions,,
,,,,,,,,at,,,
,,,,,,,,our,our,,
,,,,,,,,parties,parties,,
,,,,,,,,and,,,
,,,,,,,,listen,listen,,
,,,,,,,,on,,,
,,,,,,,,the,,,
,,,,,,,,same,same,,
,,,,,,,,set,set,,
,,,,,,,,of,,,
,,,,,,,,speakers,speakers,,
,,,,,,,,now,now,,
,,,,,,,,it,,,
,,,,,,,,doesnt,doesnt,,
,,,,,,,,work,work,,
,,,,,,,,kind,kind,,
,,,,,,,,of,,,
,,,,,,,,a,,,
,,,,,,,,bummer,bummer,,
,,,,,,,,awesome,awesome,,
,,,,,,,,but,but,,
,,,,,,,,we,we,,
,,,,,,,,can,can,,
,,,,,,,,set,set,,
,,,,,,,,any,any,,
,,,,,,,,song,song,,
,,,,,,,,as,as,,
,,,,,,,,caller,caller,,
,,,,,,,,tune,tune,,
,,,,,,,,the,,,
,,,,,,,,one,one,,
,,,,,,,,song,song,,
,,,,,,,,i,i,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,hear,hear,,
,,,,,,,,cannot,cannot,,
,,,,,,,,play,play,,
,,,,,,,,even,even,,
,,,,,,,,the,,,
,,,,,,,,album,album,,
,,,,,,,,is,,,
,,,,,,,,no,no,,
,,,,,,,,longer,longer,,
,,,,,,,,available,available,,
,,,,,,,,can,can,,
,,,,,,,,you,you,,
,,,,,,,,please,please,,
,,,,,,,,bring,bring,,
,,,,,,,,it,,,
,,,,,,,,backits,backits,,
,,,,,,,,tuks,tuks,,
,,,,,,,,senganga,senganga,,
,,,,,,,,monopoly,monopoly,,
,,,,,,,,album,album,,
,,,,,,,,the,,,
,,,,,,,,song,song,,
,,,,,,,,name,name,,
,,,,,,,,is,,,
,,,,,,,,joko,joko,,
,,,,,,,,ya,ya,,
,,,,,,,,hao,hao,,
,,,,,,,,by,by,,
,,,,,,,,tuks,tuks,,
,,,,,,,,lesego,lesego,,
,,,,,,,,madok,madok,,
,,,,,,,,please,please,,
,,,,,,,,why,why,,
,,,,,,,,cant,cant,,
,,,,,,,,i,i,,
,,,,,,,,download,download,,
,,,,,,,,a,,,
,,,,,,,,specific,specific,,
,,,,,,,,song,song,,
,,,,,,,,without,without,,
,,,,,,,,the,,,
,,,,,,,,need,need,,
,,,,,,,,to,,,
,,,,,,,,download,download,,
,,,,,,,,a,,,
,,,,,,,,whole,whole,,
,,,,,,,,playlist,playlist,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,be,be,,
,,,,,,,,able,able,,
,,,,,,,,to,,,
,,,,,,,,shuffle,shuffle,,
,,,,,,,,all,all,,
,,,,,,,,my,my,,
,,,,,,,,songs,songs,,
,,,,,,,,not,not,,
,,,,,,,,that,,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,to,,,
,,,,,,,,keep,keep,,
,,,,,,,,moving,moving,,
,,,,,,,,from,from,,
,,,,,,,,playlist,playlist,,
,,,,,,,,to,,,
,,,,,,,,playlist,playlist,,
,,,,,,,,u,u,,
,,,,,,,,guys,guys,,
,,,,,,,,really,really,,
,,,,,,,,need,need,,
,,,,,,,,to,,,
,,,,,,,,update,update,,
,,,,,,,,alot,alot,,
,,,,,,,,of,,,
,,,,,,,,features,features,,
,,,,,,,,on,,,
,,,,,,,,ur,ur,,
,,,,,,,,app,app,,
,,,,,,,,and,,,
,,,,,,,,if,if,,
,,,,,,,,am,am,,
,,,,,,,,playing,playing,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,online,online,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,start,start,,
,,,,,,,,it,,,
,,,,,,,,from,from,,
,,,,,,,,beginning,beginning,,
,,,,,,,,or,or,,
,,,,,,,,go,go,,
,,,,,,,,to,,,
,,,,,,,,the,,,
,,,,,,,,previous,previous,,
,,,,,,,,song,song,,
,,,,,,,,it,,,
,,,,,,,,becomes,becomes,,
,,,,,,,,unresponsive,unresponsive,,
,,,,,,,,amazing,amazing,,
,,,,,,,,app,app,,
,,,,,,,,just,just,,
,,,,,,,,wish,wish,,
,,,,,,,,we,we,,
,,,,,,,,could,could,,
,,,,,,,,go,go,,
,,,,,,,,download,download,,
,,,,,,,,the,,,
,,,,,,,,song,song,,
,,,,,,,,is,,,
,,,,,,,,without,without,,
,,,,,,,,fear,fear,,
,,,,,,,,premium,premium,,
,,,,,,,,love,love,,
,,,,,,,,that,,,
,,,,,,,,my,my,,
,,,,,,,,favorite,favorite,,
,,,,,,,,music,music,,
,,,,,,,,and,,,
,,,,,,,,songs,songs,,
,,,,,,,,are,are,,
,,,,,,,,at,,,
,,,,,,,,the,,,
,,,,,,,,touch,touch,,
,,,,,,,,of,,,
,,,,,,,,my,my,,
,,,,,,,,fingers,fingers,,
,,,,,,,,but,but,,
,,,,,,,,the,,,
,,,,,,,,last,last,,
,,,,,,,,few,few,,
,,,,,,,,days,days,,
,,,,,,,,it,,,
,,,,,,,,just,just,,
,,,,,,,,stops,stops,,
,,,,,,,,playing,playing,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,really,really,,
,,,,,,,,dont,dont,,
,,,,,,,,like,like,,
,,,,,,,,not,not,,
,,,,,,,,having,having,,
,,,,,,,,my,my,,
,,,,,,,,music,music,,
,,,,,,,,i,i,,
,,,,,,,,am,am,,
,,,,,,,,always,always,,
,,,,,,,,on,,,
,,,,,,,,the,,,
,,,,,,,,go,go,,
,,,,,,,,and,,,
,,,,,,,,music,music,,
,,,,,,,,is,,,
,,,,,,,,a,,,
,,,,,,,,very,very,,
,,,,,,,,big,big,,
,,,,,,,,part,part,,
,,,,,,,,of,,,
,,,,,,,,my,my,,
,,,,,,,,life,life,,
,,,,,,,,and,,,
,,,,,,,,til,til,,
,,,,,,,,this,this,,
,,,,,,,,started,started,,
,,,,,,,,i,i,,
,,,,,,,,was,was,,
,,,,,,,,very,very,,
,,,,,,,,pleased,pleased,,
,,,,,,,,with,,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,now,now,,
,,,,,,,,not,not,,
,,,,,,,,sure,sure,,
,,,,,,,,good,good,,
,,,,,,,,sounds,sounds,,
,,,,,,,,relaxing,relaxing,,
,,,,,,,,and,,,
,,,,,,,,a,,,
,,,,,,,,good,good,,
,,,,,,,,stress,stress,,
,,,,,,,,reliever,reliever,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,premium,premium,,
,,,,,,,,but,but,,
,,,,,,,,i,i,,
,,,,,,,,play,play,,
,,,,,,,,one,one,,
,,,,,,,,song,song,,
,,,,,,,,in,,,
,,,,,,,,my,my,,
,,,,,,,,liled,liled,,
,,,,,,,,songs,songs,,
,,,,,,,,or,or,,
,,,,,,,,any,any,,
,,,,,,,,playlist,playlist,,
,,,,,,,,then,then,,
,,,,,,,,it,,,
,,,,,,,,will,will,,
,,,,,,,,start,start,,
,,,,,,,,playing,playing,,
,,,,,,,,songs,songs,,
,,,,,,,,from,from,,
,,,,,,,,other,other,,
,,,,,,,,playlist,playlist,,
,,,,,,,,and,,,
,,,,,,,,its,its,,
,,,,,,,,truly,truly,,
,,,,,,,,bs,bs,,
,,,,,,,,very,very,,
,,,,,,,,bed,bed,,
,,,,,,,,exerciseno,exerciseno,,
,,,,,,,,any,any,,
,,,,,,,,song,song,,
,,,,,,,,play,play,,
,,,,,,,,without,without,,
,,,,,,,,add,add,,
,,,,,,,,useless,useless,,
,,,,,,,,app,app,,
,,,,,,,,great,great,,
,,,,,,,,fun,fun,,
,,,,,,,,i,i,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,mainly,mainly,,
,,,,,,,,for,,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,and,,,
,,,,,,,,there,there,,
,,,,,,,,are,are,,
,,,,,,,,no,no,,
,,,,,,,,ads,ads,,
,,,,,,,,harder,harder,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,for,,,
,,,,,,,,music,music,,
,,,,,,,,on,,,
,,,,,,,,the,,,
,,,,,,,,free,free,,
